id,name,text,trans
27,スペシャルウィーク,あの……大丈夫ですか？,あの……大丈夫ですか？
27-sel1_txt,,あなたは……？,あなたは……？
28,スペシャルウィーク,あ、いきなりすみませんっ！,あ、いきなりすみませんっ！
29,スペシャルウィーク,私……スペシャルウィークです！\n怪しいウマ娘じゃありませんよ！？,私……スペシャルウィークです！\n怪しいウマ娘じゃありませんよ！？
30,,ふたり組──\n東海テイオーとルリアは、\nスペシャルウィークに向き直る。,ふたり組──\n東海テイオーとルリアは、\nスペシャルウィークに向き直る。
31,ルリア/露莉亚,初めまして、\nスペシャルウィークさん！\n私はルリアです。,初めまして、\nスペシャルウィークさん！\n私はルリアです。
31-sel1_txt,,東海テイオーです,東海テイオーです
32,スペシャルウィーク,（よかったぁ……\n優しそうな人達だべ……）,（よかったぁ……\n優しそうな人達だべ……）
33,スペシャルウィーク,それで、その……\n何かあったんですか？,それで、その……\n何かあったんですか？
34,ルリア/露莉亚,実は……私達、依頼を受けて、\n近くの村の孤児院で\nお手伝いをしているんです。,実は……私達、依頼を受けて、\n近くの村の孤児院で\nお手伝いをしているんです。
35,ルリア/露莉亚,それで、町で燃料油を\n受け取ってきてほしいって\n頼まれたんですけど……,それで、町で燃料油を\n受け取ってきてほしいって\n頼まれたんですけど……
36,,ルリアは自身の背丈よりも\n大きな樽を見上げる。,ルリアは自身の背丈よりも\n大きな樽を見上げる。
37,ルリア/露莉亚,孤児院だけじゃなくて、\n村全体の分だったみたいで、\nすっごくたくさんあって……,孤児院だけじゃなくて、\n村全体の分だったみたいで、\nすっごくたくさんあって……
38,スペシャルウィーク,なるほど……\nこれじゃ荷台にも乗りませんよね。,なるほど……\nこれじゃ荷台にも乗りませんよね。
39,スペシャルウィーク,でも、任せてくださいっ！\n村まで運べばいいんですよね！,でも、任せてくださいっ！\n村まで運べばいいんですよね！
40,スペシャルウィーク,どっこい……しょっ！！！,どっこい……しょっ！！！
41,,スペシャルウィークは、\n掛け声とともに\n軽快に大樽を持ち上げた。,スペシャルウィークは、\n掛け声とともに\n軽快に大樽を持ち上げた。
41-sel1_txt,,ええっ……！？,ええっ……！？
43,ルリア/露莉亚,はわわっ！？\nむ、無理しないでください！？,はわわっ！？\nむ、無理しないでください！？
44,スペシャルウィーク,大丈夫……ですっ！\n地元にいた頃は、お母ちゃんと一緒に\nよく畑で力仕事してましたから！,大丈夫……ですっ！\n地元にいた頃は、お母ちゃんと一緒に\nよく畑で力仕事してましたから！
45,スペシャルウィーク,このまま村まで運びますっ！\nもうひとつのタルもなんとか……,このまま村まで運びますっ！\nもうひとつのタルもなんとか……
47,サイレンススズカ,スペちゃん、流石に無茶しすぎよ。\nそっちは私に任せて？,スペちゃん、流石に無茶しすぎよ。\nそっちは私に任せて？
48,スペシャルウィーク,あ、スズカさん……！\nありがとうございます！,あ、スズカさん……！\nありがとうございます！
49,,そこに、別の町人に話しかけていた\nサイレンススズカも来て、\nもうひとつの樽を背負い上げる。,そこに、別の町人に話しかけていた\nサイレンススズカも来て、\nもうひとつの樽を背負い上げる。
51,トウカイテイオー,はいはーい！\nボクも手伝うよっ！,はいはーい！\nボクも手伝うよっ！
52,スペシャルウィーク,テイオーさん！\nさっきのお姉さんは……,テイオーさん！\nさっきのお姉さんは……
53,トウカイテイオー,アンギュステには\n心当たりがないってさ。\n似た地名なら知ってたみたいだけど……,アンギュステには\n心当たりがないってさ。\n似た地名なら知ってたみたいだけど……
54,ルリア/露莉亚,皆さん……いいんですか？\n手伝ってもらってしまって……,皆さん……いいんですか？\n手伝ってもらってしまって……
55,スペシャルウィーク,いいんです！\n困った時はお互い様ですから！,いいんです！\n困った時はお互い様ですから！
61,,こうして、大樽はスペシャルウィークと\nサイレンススズカが分担して\n背負うことになる。,こうして、大樽はスペシャルウィークと\nサイレンススズカが分担して\n背負うことになる。
62,,一方、東海テイオーとルリアは、\nトウカイテイオーに薦められて、\n押し手付き荷車の荷台に乗っていた。,一方、東海テイオーとルリアは、\nトウカイテイオーに薦められて、\n押し手付き荷車の荷台に乗っていた。
63,トウカイテイオー,じゃ、出発するよ～！\nこのまま押してくから、\nしっかり掴まっててね！,じゃ、出発するよ～！\nこのまま押してくから、\nしっかり掴まっててね！
71,ルリア/露莉亚,<span class='scene-font-4'>うひゃぁあああっ！？</span>\nか、風がびゅんびゅんしてます！,<span class='scene-font-4'>うひゃぁあああっ！？</span>\nか、風がびゅんびゅんしてます！
72,トウカイテイオー,もっとスピード上げるよ！\n先頭のスズカを追い越すんだから！,もっとスピード上げるよ！\n先頭のスズカを追い越すんだから！
73,サイレンススズカ,ふふ、良い景色だわ。\n空の世界を独り占めしてるみたい……！,ふふ、良い景色だわ。\n空の世界を独り占めしてるみたい……！
74,スペシャルウィーク,さすがスズカさん、\nものすごい大逃げですけど……\n私も負けませんっ！,さすがスズカさん、\nものすごい大逃げですけど……\n私も負けませんっ！
75,ルリア/露莉亚,こんなに力持ちで、\nしかも足が速いなんて……,こんなに力持ちで、\nしかも足が速いなんて……
76,トウカイテイオー,ボク達はウマ娘だからねっ！\nこっちの世界にはいないのかな？,ボク達はウマ娘だからねっ！\nこっちの世界にはいないのかな？
77,ルリア/露莉亚,うまむすめ……\n聞いたことがありませんね。\nエルーンさんではないんですか？,うまむすめ……\n聞いたことがありませんね。\nエルーンさんではないんですか？
82,,言葉を交わす間にも、\n景色はどんどん過ぎていき、\nやがて村が見えてきた時──,言葉を交わす間にも、\n景色はどんどん過ぎていき、\nやがて村が見えてきた時──
84,,一行の進路の先に、\n一匹の魔物が飛び出してくる。,一行の進路の先に、\n一匹の魔物が飛び出してくる。
85,スペシャルウィーク,あれって……！\n最初にゴールドシップさんが\n怒らせちゃった……！？,あれって……！\n最初にゴールドシップさんが\n怒らせちゃった……！？
86,トウカイテイオー,<span class='scene-font-4'>うわぁっ！？</span>\n<span class='scene-font-4'>いきなり止まれないよっ！？</span>\nこのままじゃぶつかって──,<span class='scene-font-4'>うわぁっ！？</span>\n<span class='scene-font-4'>いきなり止まれないよっ！？</span>\nこのままじゃぶつかって──
86-sel1_txt,,はぁあああっ！！,はぁあああっ！！
89,,荷台の上から身を乗り出し、\n魔物をいなすように、\n素早く剣を振るう東海テイオー。,荷台の上から身を乗り出し、\n魔物をいなすように、\n素早く剣を振るう東海テイオー。
90,,魔物はくるくると回転し、\n一行はその横を駆け抜けた。,魔物はくるくると回転し、\n一行はその横を駆け抜けた。
91,スペシャルウィーク,あ、あれ……？\nぶつかりませんでした！,あ、あれ……？\nぶつかりませんでした！
92,トウカイテイオー,かっ、カッコいい……！\n何いまの！？　剣がブワ～ッて、\n全然見えなかったよ！？,かっ、カッコいい……！\n何いまの！？　剣がブワ～ッて、\n全然見えなかったよ！？
93,ルリア/露莉亚,東海テイオーは騎空士ですから！\n魔物には慣れてるんです。,東海テイオーは騎空士ですから！\n魔物には慣れてるんです。
94,トウカイテイオー,きくうし……？,きくうし……？
95,トウカイテイオー,なんかスゴそう！\nあとでボクにもやり方教えてよ！,なんかスゴそう！\nあとでボクにもやり方教えてよ！
96,,東海テイオーの剣技を見て、\nトウカイテイオーは目を輝かせる。,東海テイオーの剣技を見て、\nトウカイテイオーは目を輝かせる。
97,,そうこうしているうちに、\n一行は村に辿り着くのだった。,そうこうしているうちに、\n一行は村に辿り着くのだった。
info,,,scene_evt220208_cp1_q2_s10
译者,,,はとうまい
